C04421,208
C18664,154
C11631,563
C19119,1314
C14871,769
C00130,215
C18951,1956
C18499,934
C17934,1889
C02838,2092
C01746,1048
C16928,3586
C03068,728
C14872,273
C04478,161
C01596,138
C03929,1872
C17221,1075
C07195,246
C07571,2125
C17532,485
C18787,2943
C06184,1911
C08333,797
C17206,731
C14713,474
C19325,2043
C07999,519
C03539,151
C18582,2110
C03274,131
C11811,263
C14700,365
C08496,750
C03492,417
C16692,1930
C11711,296
C09573,1057
C10755,2013
C14311,2092
C01962,172
C15996,225
C06751,1259
C15383,182
C00939,1492
C13355,1295
C19013,1789
C19137,133
C03901,202
C09265,1073
C20234,214
C00008,291
C00020,211
C00026,180
C00041,334
C00042,194
C00047,121
C00049,146
C00055,202
C00062,130
C00064,131
C00073,224
C00074,147
C00077,130
C00078,2140
C00079,838
C00082,351
C00093,329
C00105,172
C00106,205
C00108,2003
C00109,147
C00122,284
C00135,129
C00141,159
C00144,225
C00148,277
C00149,409
C00152,189
C00153,262
C00178,147
C00180,352
C00196,1072
C00197,148
C00212,567
C00214,868
C00253,1209
C00268,356
C00299,335
C00314,515
C00318,140
C00322,280
C00328,1178
C00385,306
C00387,637
C00408,121
C00414,1040
C00417,216
C00436,142
C00437,156
C00439,145
C00441,175
C00472,142
C00502,134
C00542,130
C00559,656
C00575,333
C00596,222
C00603,133
C00612,131
C00624,294
C00637,1267
C00643,316
C00651,183
C00666,149
C00785,325
C00822,893
C00835,667
C00844,1637
C00847,552
C00854,1294
C00906,2064
C00913,324
C00940,327
C00941,157
C00942,392
C00971,555
C00978,1269
C00993,275
C02532,820
C01028,140
C01037,128
C01042,186
C01067,1052
C01092,1601
C01108,384
C01109,137
C01118,387
C01133,152
C01179,804
C01225,123
C01251,372
C01279,219
C01404,160
C01410,297
C01425,183
C01451,1887
C01551,163
C01585,1311
C01606,322
C01717,1133
C01736,764
C01796,159
C01801,246
C01877,389
C01924,140
C02091,134
C02123,1108
C02155,207
C02220,152
C02230,854
C02256,778
C02325,1575
C02381,1998
C02445,1977
C02470,1059
C02494,842
C02505,178
C02543,131
C02647,218
C02656,1249
C02700,852
C02710,1278
C02714,176
C02837,120
C02862,947
C02946,562
C02997,157
C03066,151
C03087,208
C03088,248
C03145,831
C03178,209
C03264,1324
C03404,909
C03519,1603
C03564,225
C03657,1386
C03682,823
C03710,609
C03824,1063
C03955,153
C03995,897
C04002,515
C04114,154
C04137,264
C04148,1250
C04188,278
C04299,1023
C04333,140
C04351,1822
C04544,372
C04592,485
C05131,355
C05135,160
C05283,147
C05380,794
C05401,147
C05579,1837
C05588,2017
C05595,1071
C05635,1126
C05828,158
C05834,1077
C06121,2619
C06317,1814
C06366,111
C06579,1450
C06589,2151
C06609,208
C06658,416
C06662,325
C07273,160
C07411,984
C07422,358
C07573,1475
C07713,812
C07826,875
C07934,1825
C08234,880
C08277,1506
C08278,309
C08328,222
C08332,325
C10284,1411
C10344,1950
C10411,2070
C10615,1825
C11075,942
C11102,819
C11118,561
C11544,149
C11917,1055
C13870,1949
C14302,298
C14433,1440
C15480,858
C15606,1128
C16353,514
C16355,290
C16582,185
C16583,155
C16698,226
C19284,143
C19537,1342
